sentence_id	sentence
HVH_007_00000001	白马大王事跡接越甸幽靈集録日：廣利大王本竜肚旺氣也。
HVH_007_00000002	时李唐朝。
HVH_007_00000003	121。
HVH_007_00000004	高王聯阔建羅城，方畢，一日脯时连见至城東门，忽然雲霧大作，突见五色氣地，勇出星斗，光奪目，中有色衣仙人，冠服霞装，驾黄精虬，手執金间，随光气昇郁，其气宛弱，蟠旋上三下，已向還汉。
HVH_007_00000005	高王马異意谓思铁中设坛祈祷。
HVH_007_00000006	其夜後入梦，语多王日，顾公莫疑，原某冰妖气也。
HVH_007_00000007	是竟旺旺气，君幸启新開府都端隍嘉公能歡喜现'，致外鬼现不祥也。
HVH_007_00000008	或谓立祠设彼形像，以千斤銅鐵为其公，必能干业。
HVH_007_00000009	王者改言讫，民然。
HVH_007_00000010	高王麻醒款日，嘉不能为政，像勝了。
HVH_007_00000011	高王從计既具，忽杰瓦雨轟烈地拽出銅鐵，雜碎成座。
HVH_007_00000012	高王驚悲，口。
HVH_007_00000013	吾知其歸比美既果，然，後时更民顽，村人尚鬼不别，敬主如社，村礼神一体供奉。
HVH_007_00000014	巡李太宗朝，漫都于兹，军民临宜，商贾会集，开東方贸易，其发迫于神祠，谓具左神，不可移徙，乃真樱棟平連長街，向分一楹市神居一夜，神乃顯灵，暴起，北风揚沙屋，长街皆座倒。
HVH_007_00000015	独1
HVH_007_00000016	y神祠福，宛然如故。
HVH_007_00000017	大宗異究同神所由，有其事，奏如茶。
HVH_007_00000018	上同喜日，即主少神也。
HVH_007_00000019	教具礼享奠识以为育失祈被废，巴敕赐封为廣利王。
HVH_007_00000020	陈初朝東市，凡三度，遭火，暴风还及，皆为煨烬。
HVH_007_00000021	惟王居初，毫不失，天下牵皆停焉。
HVH_007_00000022	主兴元年，教封祐顺王，回年加成清）二字。
HVH_007_00000023	共隆元年，又加字應赫濯）二字，进大秩。
HVH_007_00000024	以其有陰相；功也。
HVH_007_00000025	上相太师凍光啟。
HVH_007_00000026	樂道先生预庙门诗云"昔闻人道大王买，今方别鬼帆马火聚三疆。
HVH_007_00000027	不日烧祠菜，手黄輪及风座一降扇所倾指择题三千房，弹壓污魔为承兵。
HVH_007_00000028	顾伏心威推北教饮今寰宇晏然语保寧公主事际昔李仁尊朝真登州牧，夫人李公生译保寧生来仙，彩玉贺水资是。
HVH_007_00000029	乃奉乾王長子聖尊鞠于宫中。
HVH_007_00000030	及長封公主。
HVH_007_00000031	適真登州牧黎氏卒，国糯居，出宗为尼。
HVH_007_00000032	至县年华，有二神尊，朝间具有褒期，教封封为尼師。
HVH_007_00000033	无後民村亢可祀事，焚祷屡著。
HVH_007_00000034	灵应王黎V一。
HVH_007_00000035	恭缘竜肚福神事定唐辰为安。
HVH_007_00000036	3治府府，仍改昇竜。
HVH_007_00000037	壽昌，即为永壽河口。
HVH_007_00000038	古河口坊。
HVH_007_00000039	黎朝中间，始改今李。
HVH_007_00000040	陈亚為都城，黎朝為都城。
HVH_007_00000041	奉天府，嘉隆初为北城，依德河號。
HVH_007_00000042	唐朝懿尊皇帝咸通七年，都護高并增築府治界城，拱其東北。
HVH_007_00000043	蘇瀝由城；东迴北县，北向放于西南。
HVH_007_00000044	濃山峙县中，A为正山巅。
HVH_007_00000045	童呼吸山通氣。
HVH_007_00000046	高氏地岭，称欲炎郊天都会有神人冠服，驾虬秉间下盘恒。
HVH_007_00000047	良久，散驿。
HVH_007_00000048	#以法。
HVH_007_00000049	一日，弄城东门，遥望河西岸蘇瀝江口，见雲氣中之夜梦神人自称意肚精地灵長喜君新乐城府，故菜，相见雖何傷。
HVH_007_00000050	研造金銀。
HVH_007_00000051	鐵三符，设坛呪诵之，随有雷雨；变三符，童肚或称意度，粉碎出地上驿。
HVH_007_00000052	噗其灵異，仍即的见地立阀祝，初称童肚。
HVH_007_00000053	李朝太祖皇帝顺天元年，自华阁徙都于南王坂址。
HVH_007_00000054	大兴城。
HVH_007_00000055	黄竞见于御舟，及其城曰昇竜学神再拜，稽首称贺，多上日，汝能保百火，对日顾债载灵長。
HVH_007_00000056	何言，百火上嘉，梦竟差家致祭。
HVH_007_00000057	以都城厦築屡傾禧之城，逐不地，從中出，远城一周，四蹄踢蹦，随地震痕。
HVH_007_00000058	4。
HVH_007_00000059	貴明祠，有事致祭奉天府尹及東校訓導。
HVH_007_00000060	壽昌縣尉判主，右畔灵郎祠。
HVH_007_00000061	次。
HVH_007_00000062	高山祠，有事致祭，奉天少尹及兑校训尊广多縣尉判主，为昇意四大望礼。
HVH_007_00000063	广左畔白马祠次。
HVH_007_00000064	一日北风暴起，商厘尽倾，而神居宛然如故。
HVH_007_00000065	太尊異之，命拓神祠。
HVH_007_00000066	大尊皇帝通瑞乾符间，都市人烟凑集，商贾屋舍。
HVH_007_00000067	#神子连地，進封廣利王首，会盟铜鼓山，神灵衣服，感保佑，大王证江。
HVH_007_00000068	3。
HVH_007_00000069	烈，惟神居兴损。
HVH_007_00000070	陳太师光啟歌祠诗云"神保國灵应定邦，大王业为盟主。
HVH_007_00000071	陈朝初興，東市摭怪二錄，待见幽灵。
HVH_007_00000072	仁尊皇帝童興天度，失火处，烧酷渡吸重興四，加封威清）二字。
HVH_007_00000073	英尊興隆二十一年，加封鼓）二字。
HVH_007_00000074	後鼓都城坊曲失火，掌鼓禱神，随有反风减火，都人習以为常。
HVH_007_00000075	孚私進秩大王祠，有大一。
HVH_007_00000076	黎朝大祖皇帝，顺興元年，度利，改为廣赖，避国也。
HVH_007_00000077	唐朝累封赖佑，止威清学，感宣难英界廣运明秀灵弘列，明惠莊肃，扶园，康民，冲化玄功莊穆，衰刚安仁，光啟成耀。
HVH_007_00000078	德。
HVH_007_00000079	普惠宏休彰福。
HVH_007_00000080	英灵刚正。
HVH_007_00000081	助美扶运。
HVH_007_00000082	公明神断。
HVH_007_00000083	独智。
HVH_007_00000084	白马大王，併为一字。
HVH_007_00000085	时制各一字。
HVH_007_00000086	休一字。
HVH_007_00000087	彰福一字。
HVH_007_00000088	大界二字。
HVH_007_00000089	敬尊顺皇帝。
HVH_007_00000090	弘定四年二月初六日，减出师大）二字，每字各为一字。
HVH_007_00000091	黎朝以渡，加封乃宏5捷，加封妙感佑厚）二字。
HVH_007_00000092	弘定十年二月初五日，为国家恢復，加封輔国。
HVH_007_00000093	揚）二字。
HVH_007_00000094	弘定十四年九月二十日，为默扶题六，加封彰美纯信。
HVH_007_00000095	留思集福）三字。
HVH_007_00000096	永六年十二月二十一日，为默扶恢浚，加封扶补二神尊渊皇帝永二年月二子日为國宗恢车書混园字。
HVH_007_00000097	永祚八年三月十四日，游莫草技降园有功，加时夏暑菜果二。
HVH_007_00000098	三月二十七日，为灵佑国，加封肇谋佐辟。
HVH_007_00000099	永休三字。
HVH_007_00000100	陽和五年八月，字。
HVH_007_00000101	汾隆四年三月二十九日，为建立世子，加封明哲度字。
HVH_007_00000102	陽和三年二月年，自为收漫首路，加封颖神護国）二字。
HVH_007_00000103	真尊顺皇帝福泰三。
HVH_007_00000104	二十九日，为人斯得，國芳奠安，加封英明仁勇）二字。
HVH_007_00000105	陽知十月二日，海诞生，皇子，加封衍福。
HVH_007_00000106	垂禄）二字。
HVH_007_00000107	神尊。
HVH_007_00000108	渊皇帝没位，慶年七月十七，皆为茂增王寿，加封助顺。
HVH_007_00000109	垂休清世）三字。
HVH_007_00000110	福春七年二灵翊正三字，或四年国，闰五月十三日，为奏捷，加封刚数。
HVH_007_00000111	正德四年二月十九日，为王府饮天朝，进封副国王，加封顕聰妙X。
HVH_007_00000112	产E直睿智三字。
HVH_007_00000113	永爵三年十一月二九日，为收漫隆，加封垂休衍福）二字。
HVH_007_00000114	玄尊穆皇帝。
HVH_007_00000115	景治八年回月十八日，为除莫逆，一牵成功，加封顯光明威武三字。
HVH_007_00000116	嘉尊美皇帝，陽伤三年七月二十九日为相公。
HVH_007_00000117	6。
HVH_007_00000118	Y助皇园保安王業，加封雄明漠数三字。
HVH_007_00000119	熙尊章皇正和年闰六月二四日，为熟王，嗣位，加封豪傑勇智才明）三字。
HVH_007_00000120	裕尊和皇帝。
HVH_007_00000121	永盛六年月初十日，嗣王进封王位，加封令声美间後伤）三字。
HVH_007_00000122	昏另公。
HVH_007_00000123	永慶二年十二月初十日，为皇宗受禅王府，进封，一体加封"雄斯英就。
HVH_007_00000124	豁達慈祥。
HVH_007_00000125	聪明睿智六字。
HVH_007_00000126	顕尊永皇帝景兴元年七月二十四日，为嗣王，进封王位，加封焕赫博毅熙报）三字。
HVH_007_00000127	景興二十八年，嗣王進封王位，加封宏献伟神礼三字。
