image	score	reason	label	gemini_text	local_path
/images/UzpfSTEwMDAwMDU5MzExMzI1ODpWSzoyNzgzNTQ4OTgyNjA5MzEwMA==_1.jpg	0.218931	insufficient_textual_agreement	杜牧 / 赤壁	"赤壁 杜牧
折戟沈沙鐵未銷 自將磨洗認
前朝 東風不與周郎便 銅雀春
深鎖二喬
歲次丙午 小嵐書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDU5MzExMzI1ODpWSzoyNzgzNTQ4OTgyNjA5MzEwMA==_1.jpg
/images/UzpfSTEwMDAwMDU5MzExMzI1ODpWSzoyNzgzNTQ4OTgyNjA5MzEwMA==_0.jpg	0.218931	insufficient_textual_agreement	杜牧 / 赤壁	"赤壁
杜牧
折戟沈沙鐵未銷自將磨洗認
前朝東風不與周郎便銅雀春
深鎖二喬
歲次丙申小嵐書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDU5MzExMzI1ODpWSzoyNzgzNTQ4OTgyNjA5MzEwMA==_0.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_1.jpg	0.0	gemini_blank	"有機每日習字
8／20／2026"		/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_1.jpg
/images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgzNjI2ODgzOTM0ODUzMg==_0.jpg	0.418571	insufficient_textual_agreement	春色迷人恨正賒，可堪蕩子不還家，細風輕露著梨花，簾外有情雙燕揚，檻前無力綠楊斜，小屏狂夢極天涯。今天的練習03	"春色迷人恨最深可堪荡子不归
细风轻雾著梨花多情
双飞燕槛前无力绿杨斜小屏闲
梦极天涯
五代词人顾夐浣溪沙
丙子之秋"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgzNjI2ODgzOTM0ODUzMg==_0.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_0.jpg	0.0	insufficient_textual_agreement	"有機每日習字
8／20／2026"	"Reels
3"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_0.jpg
/images/UzpfSTEwMDAwMzUzNjA0MTQ0NzpWSzoyNzc5MzA0NTE1MDMzNzU2OA==_0.jpg	0.162306	insufficient_textual_agreement	"#感謝書友欣賞

行草 宋 李綱 山居四適-烹茶🙏☕😎

安眠飽食更何求
只欠雲腴茗一甌
龍鳳不須誇北苑
槍旗且與試中州"	"温
饱
而
外
无
何
求
只
将
云
山
寄
一
瓯
犹
分
江
水
占
小
轩
横
戈
且
共
试
中
原
宋
李
纲
山
居
四
首
其
二
丙
子
春
俊
锋"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMzUzNjA0MTQ0NzpWSzoyNzc5MzA0NTE1MDMzNzU2OA==_0.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_5.jpg	0.0	gemini_blank	"有機每日習字
8／20／2026"		/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_5.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_2.jpg	0.17401	insufficient_textual_agreement	"有機每日習字
8／20／2026"	"晁端禮
瑩無塵素娥淡佇
靜可數丹桂參差
庚子秋中有機"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_2.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_4.jpg	0.17401	insufficient_textual_agreement	"有機每日習字
8／20／2026"	"昆瑞禮
黛無塵素娥淡佇
靜可數丹桂參差
庚子秋中有機"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_4.jpg
/images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_3.jpg	0.0	insufficient_textual_agreement	"有機每日習字
8／20／2026"	"Reels
3"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNjM3MTkyMzYyODpWSzoyNzgzMzY2MDI5OTYwOTM4Ng==_3.jpg
/images/UzpfSTEwMDAwMTIxMDk5NDM3MDpWSzoyNzc3MDA0NTM3NTk3MDg3OQ==_0.jpg	0.129466	insufficient_textual_agreement	"多謝臉書好友許願，希望好友喜歡
長相思  万俟詠
柳硯山人。書"	"長相思
一聲聲一更更窗外芭蕉窗裡燈
此時無限情
夢難成恨難平不道愁人不喜聽
空階滴到明"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMTIxMDk5NDM3MDpWSzoyNzc3MDA0NTM3NTk3MDg3OQ==_0.jpg
/images/UzpfSTEwMDAxMTUxMjYwMTYzMTpWSzoyNzgzMTM0MjQwNjUwNzg0Mg==_0.jpg	0.231682	insufficient_textual_agreement	宋代陸游「閒適」	"閉門無事不開鏡受用只一味閑琴裏有聲存沼沚身得無事伴山川
春殘更富傲風煙晝眠尚聽水石間小市沽酒無野店漁家試煑新茶
宋陸游詩余適曾幼秋慧書於石江"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAxMTUxMjYwMTYzMTpWSzoyNzgzMTM0MjQwNjUwNzg0Mg==_0.jpg
/images/UzpfSTYxNTU1OTE1NjczMjIxOlZLOjI3ODI5OTEyMzgzMzE3NTEx_0.jpg	0.0	gemini_blank	麋研齋90年代玉石：鳥。官網🔗https://www.midabookweb.com		/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTYxNTU1OTE1NjczMjIxOlZLOjI3ODI5OTEyMzgzMzE3NTEx_0.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_2.jpg	0.129544	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"一個人走的快
萬個人走的遠
中華大有學會
第六屆 鉅祥盃
書法比賽 複選試場
01"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_2.jpg
/images/UzpfSTEwMDAyNTIwNTE2MzM1NjpWSzoyNzgyNTMxMjE1NzExMDg2Nw==_0.jpg	0.108805	insufficient_textual_agreement	"王羲之
道德經"	"含德之厚比於赤子毒蟲不螫猛獸不據攫鳥不搏
骨弱筋柔而握固未知牝牡之合而朘作精之至也
終日號而嗌不嗄和之至也知和曰常知常曰明益生
曰祥心使氣曰強物壯則老是謂不道不道早已
知者不言言者不知塞其兌閉其門挫其銳解其紛"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAyNTIwNTE2MzM1NjpWSzoyNzgyNTMxMjE1NzExMDg2Nw==_0.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_0.jpg	0.045284	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"天若不愛酒 酒星不在天
地若不愛酒 地應無酒泉
天地既愛酒 愛酒不愧天
已聞清比聖 復道濁如賢
賢聖既已飲 何必求神仙
三杯通大道 一斗合自然
但得酒中趣 勿為醒者傳
臨書
ॐ"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_0.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_1.jpg	0.038586	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"獨自中峰上盤迴出薜蘿霜到江南境萬峰越此山留去不黃志常憙天漫白
石壁細路"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_1.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_4.jpg	0.093369	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"華人勵學會
第六屆HCB雙洋盃全
書法徵選展
大江東去浪淘盡
故壘西邊人道是三國周郎赤壁
亂石崩雲驚濤裂岸捲起千堆雪"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_4.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_5.jpg	0.040833	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"楚塞三湘接 荆门九派通
江流天地外 山色有无中
泠泠七弦上 静听松风寒
古调虽自爱 今人多不弹
松下問童子
只在此山中
言師採藥去
雲深不知處"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_5.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_6.jpg	0.038634	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"黑雲翻墨未遮山白雨跳珠
卷地風來忽吹散
望湖樓下水如天
霜日晴空水蘸顏
幾有天香隨折竹
只在此山中
不畏浮雲遮望眼
松下問童子
只在此山中
言師採藥去
雲深不知處"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_6.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_7.jpg	0.125453	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"嘉義縣邑米社區
校址:中埔鄉中埔國中
六腳家長協會
一個人走的快
一群人走的遠
第六屆
鉅祥盃
書法比賽
選試場
01
聘書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_7.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_8.jpg	0.023006	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"張麗華
何山无石不陰森
川野荒凉野氣深
忽聽寒砧動客子
愁看明月照孤琴
望中无
求天青
向日草秋
只心病
臨清溪"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_8.jpg
/images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_9.jpg	0.091775	insufficient_textual_agreement	今天在水上國小,參加鉅祥杯全國書法決賽現場，我寫小品贈送與會的貴賓們，在推展書法藝術的道路上，又有一些進展，真棒！想起七月初選時，我是擔任鉅祥杯初選評審，看到全台灣還是有很多的書法作品，書法藝術還是後繼有人充滿希望，加油！	"一個人走的快
一群人走的遠
翠竹學會
第六屆 HCB 甄祥盃
書法比賽選試場
松下問童子
言師採藥去
只在此山中
雲深不知處
環中把
來天青
是百森
向心肺
散清漪
尋田
爲頭
微優
逕見"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAzOTQzNzQ0MzgxNDpWSzoyNzc4OTM5NjA5NzM2OTE0MA==_9.jpg
