sentence_id	sentence
HVH_010_00000001	卽西暦一千九2阮文政司計算员法殖银业公217QUCCUIN恭行抄摄R阮族家譜金莲總中寺村。
HVH_010_00000002	河東省環龍縣北寧省嘉林縣丘重總烏格村西圈居士阮維祥奉筆黄于河城之南阁。
HVH_010_00000003	金运總中寺村阮氏宗譜序氏姓之書，所從来遠矣，以定其世系，辨昭穆百鉅也。
HVH_010_00000004	我餘年矣，上祖並識其先之名行，所謂阮之先，未有改。
HVH_010_00000005	其在壽昌之東，作则四鎮國上將軍。
HVH_010_00000006	清閒公，顯有封爵以来家之史者。
HVH_010_00000007	家之為家典最参政公大王尊公拓故基茂远蔭十餘世，代有衣冠，而未甚颜丁又甚稀。
HVH_010_00000008	中間甲支。
HVH_010_00000009	22。
HVH_010_00000010	侍郎公。
HVH_010_00000011	曹郡公克華，其继近代諸先公，又低通之世必有請。
HVH_010_00000012	今不可得，而见意遭西山之諸名家之譜記，又徵之上國蘇氏之族譜引，或於亂而失之，欺理年冠，念及此，切耿耿焉。
HVH_010_00000013	因搜贤本國關里文献，考與國家侯之支譜與F宗譜。
HVH_010_00000014	其於作法界得其繹幾二十餘年，裒以成輯目。
HVH_010_00000015	大王尊公國音事引，盖猶有可返，求之同七世祖，侍郎高派高祖以上，世次科宦。
HVH_010_00000016	险3文V可改镜其有可紀，又各為之傳，使後之人有所方镜，譜法不必全泥古八。
HVH_010_00000017	高祖以下，則取所得於见聞者間有名行，代起一。
HVH_010_00000018	二。
HVH_010_00000019	三。
HVH_010_00000020	四顺数，以至十百千億，做關里孜也。
HVH_010_00000021	於每之，其所以紹世德，保門風，将與天地垂於周。
HVH_010_00000022	是請序支請者，在於以尊祖收族，於無竊傳，不云乎吾祖也。
HVH_010_00000023	我知
HVH_010_00000024	t。
HVH_010_00000025	曾經大先生进士范立齐润正一二。
HVH_010_00000026	於是行兰顿首序皇朝紹治三年癸卯仲冬，穀且玄孫進士。
HVH_010_00000027	按察阮文理.。
HVH_010_00000028	33。
HVH_010_00000029	宗譜九例世系为家譜上先公奉有上赐並誥命者，彙為家譜中，引在其中。
HVH_010_00000030	大王公國音事。
HVH_010_00000031	外家世系事跡家譜下譜之上有圖圖，以五世一起。
HVH_010_00000032	此做上國潘氏宗圖法也。
HVH_010_00000033	自始祖而下，只称公世。
HVH_010_00000034	一三。
HVH_010_00000035	三四。
HVH_010_00000036	五代顺数。
HVH_010_00000037	此做阙里文献改也。
HVH_010_00000038	祖惟始祖称始。
HVH_010_00000039	.一。
HVH_010_00000040	世代據以平行為準，不拘親疎。
HVH_010_00000041	此参的慕澤武青。
HVH_010_00000042	威兴與吾金縷外族阮氏諸行之賤，則書號官则書官。
HVH_010_00000043	有事状者，繫日某公傳，以示後人。
HVH_010_00000044	考鏡。
HVH_010_00000045	一。
HVH_010_00000046	書某公房男女並書。
HVH_010_00000047	此做国朝宗譜也。
HVH_010_00000048	男書男某，临文不諱。
HVH_010_00000049	女某男某某公之子，書某年月日時生，或讀書。
HVH_010_00000050	或4。
HVH_010_00000051	S生卒不書生於我，死不於我也。
HVH_010_00000052	吾譜卒知者亦書耕壽干圣某處，配某氏，生子干女，年月日時，亦記嫁某姓某官生子干女止注書所出男女，止（欧陽譜女亦書止書所出墳墓，乃先人體魄在此。
HVH_010_00000053	圖雷之萬代，加见世代平行者，得書而标之以某公房，則某公之子孫得詳-而書之也。
HVH_010_00000054	上国之遗，或齊而之楚，地甚遠。
HVH_010_00000055	吾族譜法遗居者，止書始遣公，後则止。
HVH_010_00000056	盖遷居之後，勢不得支。
HVH_010_00000057	八。
HVH_010_00000058	乂安之桐門，地差遠，仍缺書富平公之延河。
HVH_010_00000059	三陽。
HVH_010_00000060	2。
HVH_010_00000061	避西之亂。
HVH_010_00000062	44。
HVH_010_00000063	公之利舍不出一日程，其子孫亦来聚族，仍書譜，必十年一修支，係十年內，男女子媳婚嫁交東作故卿續编，庶免行之。
HVH_010_00000064	無族中读書識字者，秉華照例書字别之。
HVH_010_00000065	即舊编所载有當辨正者，亦界注其舊。
HVH_010_00000066	或某事阙，而令有可徵，别為補遺，附於後。
HVH_010_00000067	几事並須有的。
HVH_010_00000068	若得之傳言而無他左證，則以相傳下某人編集某公譜，某，其子若孫之辭也。
HVH_010_00000069	一。
HVH_010_00000070	先書某公生子男某女，某直書名父前子名也。
HVH_010_00000071	後書其公卽於大書某公之次行書子某或孫某，先世無儒，真列祖集，欲来世有康，俾來世有愀然如见之想徵也。
HVH_010_00000072	祖盖逸矣。
HVH_010_00000073	近有聞知手状者，登载諸外祖世系，盖附载於某倒姚風行，舊不著。
HVH_010_00000074	今报其有聞知。
HVH_010_00000075	者書之大書。
HVH_010_00000076	獨理齋头氏譜别録定為外氏列譜。
HVH_010_00000077	裴存庵（某福氏之下，或分註烟，或
HVH_010_00000078	者，乃撮其分註如蕴编。
HVH_010_00000079	從之。
HVH_010_00000080	今因之。
HVH_010_00000081	庶無参蕉辭繁者。
HVH_010_00000082	節之。
HVH_010_00000083	其牘於某姚某氏之下，並書里系见後。
HVH_010_00000084	惟某氏非生下本支與本院魄所在，故慎之也。
