sentence_id	sentence
HVH_004_000001	第一回安南一统志黎季外史青成照簽书吳时情棋共高鄧宣妃寵冠後庭王世子廢居迷室BNEIAHI却説皇朝莊宗裕皇帝中興于漆馬江時世祖明康太王鄭檢為輔诛锄逆莫还于故都鄭氏世意王位掌握大權皇家拱而已盛王為人
HVH_004_000002	刚明美断智彗过人有文武才博贤經史能渐见哀弱傅至顕宗永皇帝時聖祖盛王專弄威福帝惟雲削平時四方寧謐府庫富實王渐有驕侈之心妃嬪侍御肆詩既即位狹小累朝制度國政朝綱一番整頓西渠逆党取次意娱乐一日婕妤女碑鄧氏
HVH_004_000003	蕙捧花盒迎于御前那鄧氏扶董人生得鳳眼蛾眉十分美麗王见而悦之因與之私焉自是漸見幸言無不聽欲無不從與王同居正寝如家人夫婦車輿衣服皆擬於王鄧氏恃竈頗弄有不如意者為憔悴之容悲號哭泣以乱王心王有夜光珠一颗乃
HVH_004_000004	平南時所獲貫於巾頭以為玩鄧氏弄之王日好輕輕手無使珠傷鄧氏乃貨而輕人乃自廢於别宫辞而不見王多方委曲以悦其心鄭珠於地而泣日何物此珠不过入廣南探出償王王何忍重而生男王最爱消百日王以其少時御名命之取其類鄧
HVH_004_000005	氏始與相善及鄧氏有娠王使人祝百神祈生聖子居期已也是年郷试三場御题以山川英航河海秀钟為题文武諸臣承望風旨亦多以星輝海潤為賀者周歳骨格豊異於常人既能言應対明辨舉止儼若大人文武諸臣有入見者正容接之或歳再
HVH_004_000006	見皆能言其姓名歷說前事主命氏由是潜有奪嫡之意詞臣制十二字颂使阿保口授一經耳即成誦王深所慰悦鄧恩王宫生瑞郡公最為恩王所钟爱太妃因妤得進於王却説王世子鄭棕楊太妃生太妃名王歡石河竜福人其妤為自入宮以後
HVH_004_000007	寂寥度日忽一夕要見神賜彩綴一断昼黑竜頭不知何瑞以語侍者溪忠候溪忠心知其生聖之瑞次日王命召宫嬪王宽进御溪忠故為錯谬召太妃進御王見而不悦然业已召至不忍斥逐召讓溪忠溪忠叩頭謝罪復以太妃説夢顛未一禀白王默
HVH_004_000008	然不答太妃一經雨露便即依胎及生男子王自念竜有君象但龍非真竜而有頭無尾亦非全吉之兆且前朝有鄭王弟有鄭棣亦竜福人所出皆逆謀而成心顾不懌文武拜贺王辞日非嫡所出七歳王命庚辰科進士阮侃為左司講丁丑科進土陈坦
HVH_004_000009	為右司不受既长容貌俊美而王不甚锺爱世子性好武不嗜学年交勸講應故事每王題諸文不合随講風講王頗知之滋不講坦尋卒侃以柄用剔歷中外亦不時就講握唯有随講五悦故事王子年十二歳出居東宫時又以為請王不許但許就阿保
HVH_004_000010	郡公营宅東宫猶虚位若将有所待者及年十五岁少時臣無敢言者王亦不說及於是儲位未定人心不一凡屬世子生王又鍾爱益分後三年世子年十八故事得用開府氏自以世子年长羽翼既成而子幼冲益自封殖时子家臣者附世子党於鄧氏
