sentence_id	sentence
HVH_008_000001	白雲庵居下。
HVH_008_000002	阮文達譜記0。
HVH_008_000003	記孝贈太保嚴郡公文是道号瞿川先生，有学行充太孝。
HVH_008_000004	生母慈淑大夫人汝氏，先考祖蔭封少保郡公，文靖姚蔭封正夫人。
HVH_008_000005	范氏貞惠始卜隅宅，山水环合，高王R.。
HVH_008_000006	105。
HVH_008_000007	一风鑑晓，数方洪德盛辰，四十九年，秘炎道当微慨症有大大夫，改物志样対不享十年，一见文定知其有貴鬼相，遂歸多。
HVH_008_000008	後過可年，遇雪注寒，渡頭愕犹噗定枪诸拳，忽语日日此考大驚異。
HVH_008_000009	年四。
HVH_008_000010	夫人海以經停正義，即者移日。
HVH_008_000011	公以鸿另二十一年，辛亥年生，長大容貌英仆，未退歲能言一日昧爽文日少辰何不相遇。
HVH_008_000012	令日到此，奚從专吃智鞭久。
HVH_008_000013	夫人询徐，她各知是，莫庸悔。
HVH_008_000014	2燕口須又腊，诵国语詩十韻，時大人他出，文公因拽竹箍喜弄免戲吟，象也何乃此命兒考大惭谢，然恨终不释。
HVH_008_000015	竞祥将终欠家。
HVH_008_000016	公。
HVH_008_000017	您辰侮群弓，月僚弓下句未就。
HVH_008_000018	公從修租云接栖仙忍终。
HVH_008_000019	文定喜以示夫人。
HVH_008_000020	夫人志曰：月免洛于塞，江陵，商船北人始相口里及缔视，又日可惜皮粗，只好做状元。
HVH_008_000021	宰相奴人皆知其为公畅器。
HVH_008_000022	自少年学家庭，究长榜服。
HVH_008_000023	梁得朋文章人降明朗，凌王梁为；。
HVH_008_000024	似仍以楼公。
HVH_008_000025	公甄遣诸玄理其遭遂东代梁師病，抢道自奥，不求闻逢信元初，年频年横無境内，大礼公感承诗口泰和在宇不卢园。
HVH_008_000026	攻戰交争，笑雨川血。
HVH_008_000027	2颈休说著，醉吟泽畔，任间连艺知蔡氏营始黎偏安，理必復国，而宝骸随處有闲鱼。
HVH_008_000028	磨爵谁驱重已卜渡江马，秘患应防入室疆。
HVH_008_000029	世子到正六年年未春，年四十五，起，春试四場第一庭进士及第，受東阁校其隐语也。
HVH_008_000030	既菜四方平，親朋多勒仕。
HVH_008_000031	年四十四，娘就御试，首送真大書和停莫太尊所製春天御谐诗，得预優项，拜刑部左侍印。
HVH_008_000032	俄迁吏部左伟订，兼东调太学士。
HVH_008_000033	在朝八年，疏就弄风疏法十八人，请诛其志年号欲养物，各予其所微而貌替，示接歌业。
HVH_008_000034	忽值婿范瑶贵模，恐累连姻，卧雲敬重塗山诸山，背杖履陵道长庭嘴，住来或徜祥，终日遇樹，记其室。
HVH_008_000035	父修茸伏寺，携老僧同辰，或扁舟泛全，郁体见鱼安子。
HVH_008_000036	4。
HVH_008_000037	木青山好鸟，爱欣自实。
HVH_008_000038	公教在家，莫予以师礼。
HVH_008_000039	因有大子，遣偶就放。
HVH_008_000040	或微至京师，询以大计，從规昼，裨益弘多。
HVH_008_000041	尋復还庵，顾志竟不可留。
HVH_008_000042	以功封程泉侯，累隆吏部尚書。
HVH_008_000043	大傳程二代祖考姚皆受封要。
HVH_008_000044	三人屡腾福原，甚患词行对口倦。
HVH_008_000045	父债与医有者美。
HVH_008_000046	昔常门现会，出守甘氣道，一周难後合，長江有限，東南债中请颇柜快倦有将才。
