sentence_id	sentence
HVH_002_000001	新高韩安南地記AEHHO。
HVH_002_000002	昔唐懿宗辰关，有安南地，置為郡縣。
HVH_002_000003	帝思及超陀称帝，乃命太史高為安南都護。
HVH_002_000004	将往，帝召入便殿，謂"日"公学地理最精妙。
HVH_002_000005	朕闻安南多天子之1贵地，公当用力厭之。
HVH_002_000006	一二具言形势，庶便觀见。
HVH_002_000007	聯至安南所過多名山大川，書皆之，解作奏書书。
HVH_002_000008	惟傘圆山最靈，厥不得而有。
HVH_002_000009	奉書开列于左。
HVH_002_000010	交州都護記本州地入局事章浮生司仰觀俯察，未究天机。
HVH_002_000011	然既叨承天詔，敢不竭所見聞，譯歌博春，未知是否。
HVH_002_000012	伏望H計。
HVH_002_000013	一安南地形入局，共壹百陸拾叁圖之。
HVH_002_000014	京北陸拾柒圖，内山西拾五圖，山南叁拾蛋圖。
HVH_002_000015	海陽五拾圖。
HVH_002_000016	慈廉西湖正一旁，二脉止。
HVH_002_000017	西湖水中圆珠，水漲而没，水落而浮，或隐或现，如中穴，安其上，谷楼星都。
HVH_002_000018	3。
HVH_002_000019	此地以井钱三文应穴，深下三尺，見之，用白酉方茶之。
HVH_002_000020	陳先生守穴，粉酒慈雲耕慈廉勝地，落在雲耕正一旁，四浚告五岳前布星。
HVH_002_000021	西湖脱脉，模水洪形。
HVH_002_000022	4。
HVH_002_000023	左右相刘，主客相迎，燕来氣，世出科名。
HVH_002_000024	旁有金射，恐纪金典，旁有水淡，恐遣水刑。
HVH_002_000025	6。
HVH_002_000026	此地以百异钵二件立穴，深於酉方祭之，下四天見之。
HVH_002_000027	陈先生守穴，以白。
HVH_002_000028	4。
HVH_002_000029	4+
HVH_002_000030	慈廉西儋正一旁二西信之地形们铺理形加半月助似珠連山烟内聚水聚前。
HVH_002_000031	5。
HVH_002_000032	生女拯贵，生男不全，只為水反，祸福难言。
HVH_002_000033	下五尺，見之。
HVH_002_000034	陳涉先。
HVH_002_000035	此地川银手一两，立穴，深方。
HVH_002_000036	茶之生，守穴以白慈廉开洁，关泪名卿，形曲最强。
HVH_002_000037	西湖引脉，泾氣藏，泼山降氣，前水聚堂。
HVH_002_000038	6。
HVH_002_000039	搏龍换骨，回虎俯江山来水就女貴男昌。
HVH_002_000040	中世出科第代生保王若涛花假衬福相当。
HVH_002_000041	此地以坦并錢八文立穴，深下三尺，見之。
HVH_002_000042	陳陟方。
HVH_002_000043	茶之先生，守穴，白於酉A。
HVH_002_000044	。
HVH_002_000045	。
HVH_002_000046	石室金蘭正一旁二。
HVH_002_000047	金蘭水湾形乙字樣，左右前泼弯環，術相尾闭三门，氣藏八将，世出。
HVH_002_000048	2，恐生遊荡，臣名魁黄榜。
HVH_002_000049	若認不真，此地以坦并铁钉一件，立穴，深下七尺，見之。
HVH_002_000050	守关方祭之。
HVH_002_000051	穴神食黄糕。
HVH_002_000052	黄粮。
HVH_002_000053	石室大同巴中大同的是奇踪。
HVH_002_000054	正一旁二。
HVH_002_000055	聚山聚水，重虎重虹，穴従伞嶺，地出圆8形，道花辨色，裹重，穴居其内，世出英雄，恐傷童月不全，令終童在酒方。
HVH_002_000056	石室香义正一旁二。
HVH_002_000057	香艾降世脉，從右生前合，两水凌起，三停，雄雌交度，老嫩同行，左右相对，主容相迎。
HVH_002_000058	文出科第。
HVH_002_000059	武童五戎2，恐逢反水，不全合名言反水在方，立穴，深下六尺，見之，此地以石并銀子一两。
HVH_002_000060	安朗理海正一旁三。
HVH_002_000061	安朗理海形，世最大氣，隐脉乙，冰山现城眉業生蚌女微形奇穴恢童排甲山虎0，恐生態侍宫中，男车困外虎水遇宫，遇在辰方，此地鄭遮先生守穴，祭之，以猪并白成方。
HVH_002_000062	安樂安桃正一旁二。
