sentence_id	sentence
HVH_006_000001	南邦起祖业孫曰帝生子绿德封於南是為鴻压氏紀淫陽王帝明之子也初炎帝三带然之间故其人色美陽王亞州為人玉州之南赤道之地带溫带IA赤道赫炎方誰為我越祖'-首出是泾陽南人亚黄THUQUOC竜稣聰仙娘龍泡百
HVH_006_000002	邨竜君溪阳之子也福姫5百果之祥古傳一泡百郵居然百卵祥也娶带来女日12休谢虚誕説玄鳥亦生商成泰拾玖年丁表月M交以父傅学日父道十八世皆标雄王X學國史五言詩P海局合三出浴河洲上1福中仙容暫1誰
HVH_006_000003	知褚娟娘歸傘童子日雄旺文日唱娘山精水精皆来求親王约来具礼先来即典山精先至王如約邂达题酿缘0何物享子蜀生詣求婚路候止之蜀以是含怒嘱子孫必滅文即山精配得成-3水精先报怨安陽建國城于封溪号螺塔仲欺娟珠觉
HVH_006_000004	关蜀紀安陽王既併文即改号蔡蜀主後興共易其挑帰告其来攻超無追近生举已尋敗走多眉珠於馬上金湧出口乘馬秘賊也王竜之二十雄玉鴻猶太古悠悠载二千軼事亦多傳扶董天王日得一一馬居無也王赐之劍马遂躍马揖剑而前破
HVH_006_000005	賊干武寧雄王六节扶董富家翁生一男三不通玉有韵王命求都散者小完忽言破賊宁山下山下须更躍馬拳腾空而去夫王馬飛2一言竟顧河上雙仙雄王日仙容出连海口船至社家州般船沐浴褚童裸身先医中自以為月老寅缘邃合為夫
HVH_006_000006	婦貉何年建前機已知趙武桶帝赵武帝帝有有越自立王亮祖辰螺城址尚遺馬賊無知漢祖争稻帝如何逢处刊称臣奉貢倾聽使民言英雄既抱孫不娶邯郸女世子質漢漢人乃谋陶漢明王文王子王有子日建为越妻所出也初質於漢医即耶
HVH_006_000007	穆氏女生子典立創后实忘我越誰生歸漢京4入贸自要齊-徵王義1徵女王王姓微諱侧拳州路之女鳶请索之妻也王情大守定貧暴及1貉将名家自立為王都令即令安朗微王一如流為知親問罪女王立國與妹誓同UUb4嶺南
HVH_006_000008	六十勇健乃如'爾城一威聲動北庭掃都冷叁趙嫗山中如九真文将··驚人乳甚長於背秘结党剽掠嘗象頭山死而為神象頭嘗據戰朱鳶杜守.杜太守朱鳶人转彗度為交州太守布蔬為政鐵悉一九浴家城门应開道小拾道烈迹繼徵吏
HVH_006_000009	治布衣杜守無南朱鳶亦有人不闲夜城春前李南帝典戦失利退保屈僚洞中委其越光復柜梁野史先县前李南帝姓李常黄竜典太平人民守贪暴帝起無之果司馬陈伯先未侵帝南国居南帝中-)天書早巴排'萬春初建岑1附木日运来
HVH_006_000010	7'位P正龍编入居竜编加成夜澤師05桃郎输结知李後丙三枝後李佛子娘易意瓜胃饼越满遗刘若来侵佛子稀和南帝兄州居鳥鳶社写子雅即求婚王女果鸽音一半烏鳶地天宝共将族佛子避居哀牢相江源因遣小号部王发卒佛
HVH_006_000011	子龍编復墙基緣能取趙·創卒遽降山死州黑帝唐遣場县光计之退保兰州黑帝旗唐林成功宁可必馮興马大王唐林人馮兴有力牛将虎起兵囤正平入居府治贵号都居及卒子安尊為見義所當為有力和牛虎福布盖大王唐林出人大
HVH_006_000012	布盖府治號都郡夜鱼蜀王辰人入仕秦为司赫校尉唐都護赵昌.4'翁仲来成爱:身長二丈餘越居如見訪曲節度典南刘岩通好柜梁曲题平子承美曲節度五李辰下供州由题称節度使广瑞是吾广位求節成于梁主怒遣季克正攻
HVH_006_000013	承美之洪州曲遺一楊廷藝節度通好漢劉岩他年保有南R楊節度又場度楊廷藝曲也逐深李自顾州事马养子矯公莱所場公矯奴謀不義深主使其子弘操将無救之，漢援发無台不有唐林脊誰興計賊知楊右兄三哥輔其子昌岌三逐
HVH_006_000014	昌而自立僭称平王白騰自立王吳公考螺位六年遺艺妻以女使管爱州至是珠公羡破南浪帖白藤鯨可憐知有关還都蜀改城遺託誤楊兄-大其兄昌岌為天策王岌卒始亲悲政称王攻唐阮大平行玉慈广昌文反兵三小晋初國+T天策尚
HVH_006_000015	尊兄1重念楊三印十二使君起擒顺范白虎矮三制起十二使居昌文卒其将吴昌壮景硕土家陈览阮竟日慶李全阮守捷呂唐院輕親院大平7来衣人天下惡平定方?十二使争彊蘆旗出帝王丁先皇帝收坚戲设主士旗如王考人成之丁先
HVH_006_000016	皇帝前平十二使君即帝位孝長安以黎桓道将軍後祭桓篡位帝印供力服摩雄易心知一S0太平無可慮黎将伐丁在侧有黎桓自称副王范巨两引校丹十道為关子黎大行帝年六岁十道将軍十道為天天乃契字子李字也成大帝為街土辰
HVH_006_000017	有童端云未术兹八前黎巴代示禾加随木落李祖興王李太祖帝姓李谭公蕴江古法人母花十八子方成.如何尊佛教古法王基肇出世自焦山昇童亦蟠1·江神退虜★帝居载我会分在至書水何进逆房来侵纪汝等行肯取禦之于如月
HVH_006_000018	江夜闻神庙中岭云南玉山河南张福神李仁宗辰宋兴占入寇命常零同以神福败爱由是東人败走常傑又攻宋敏州向以青苗免役之张呼張趙越王名將趙為李所李佛子求之卒後為24三福師奈寇深Z月江二張廟退虏忽謝吟赫赫饮
HVH_006_000019	州役李師伐宋李常傑猴傳李軍我南聲宋罪根古未前湖僧入王家商仙僧徐道行至候家日他日临孟必先忠李神宗初仁宗晚嗣其弟崇贤未有子道2國本係儲局遂生帝仁宗立為嗣緣何松仙人山中解去道行是前身輔其子检憲诚典
HVH_006_000020	馬飛憲诚不洪事遂寝寝陳芸使昼の辅候赐帝崩大后胳憲体妻海啦故衣太子章e賢哉太尉蘇和受千金屬三C名高四輔圖二尺辱道孤..新C0宗位昭皇禪陳。
HVH_006_000021	一醉功务水随缘没影日登李朝八帝是一醉日登山乃宗名也惠東阿曉復来化长间光先重熠燭日興和兆如事影登山没救早安9学女主东君禪權歸大上皇潮初更試粥耶有堤防。
HVH_006_000022	王赞细不典乃平贵奴计贼题破强报皇恩六学于旗方塞则来侵帝会王侯攻守云策依父8元知玉十萬王子年雎火假道欲何焉雄心知宇旗陳忠義王陳南一平仲為贼所獲賊日疑為地王乎日寧见為北王遂竭害益降无為尚卡有願為南思
HVH_006_000023	何心做王堪差生益极三王破虏费疫云句陳慶徐枪榜海侯粮船至陳三王原光破無章易有茶章晞虏尚书郎T*算江依尽未尽俘贼将取之兴谊王為節制会官年合戦於公騰元無死無★章陽布胡梁+旁海哀粮船-潜北藤江口圖赐季
HVH_006_000024	声共老不識老鸡否共宗命昼四輔图赐季使輔順啟慧鑽上白難无旦有云人言寄子成功取萬一啟葱将爱子豈知逢赤嘴孝拜迁都于清化发孫遂篡陳寄與老鸦头更上的樱4o古弄朝乘馬後陳二帝汉陳二帝简破明無於古弄城光進平滩同
HVH_006_000025	戮试贼會总张辅来侵二帝败平灘夜渡船閏胡為日畿否極泰来難期共濟人事或四天當昌青山绿水乡间必有黄郴联者明屬父贪残有黄衣出黎祖為王青山綠水間棱諸道伏聖母爱仙心（黎圣帝重学设科利礼依樂拓镇湖廣南史臣比之
HVH_006_000026	汉武唐太信初太后廟算亦堂堂SNON受天帝賜以仙重遂生帝天赞日表聽慧过人自嘉王入继大统天帝锡仙童史医司筆敢比漢唐雄皇家誕聖聰独王也帝斌威而自立辰明便满希曾来见王好谣M天意如何者黎朝三百载卜运長猪
HVH_006_000027	王意鬼王莫師弄行2永行则竜舟列覺昭宗之後篡莫登宜陽人威日盛前行则风伞金莫到我知回莫歸我復来彻來百餘戰鄭師亦哉擴王子根為西定王自如殊礼党第高年世宗玉封郊松為平安王松平子清都鄭松玉昇竜茂谷走双凤眼
HVH_006_000028	寺其12驚雷奔鳳眼塞北莫西王遍虾權韩之藉其发福慧尊禅位是為顯宋总尊辰四郊星鄭爱之欲賢者武炳见至家言于监楹决策之疆能悔祸长者一定策，·福力豈徒然相維五十年洞庭焚表武谏行至洞庭衬官专焚其表仰而卒事
HVH_006_000029	遂寝者贵金银及求封表偕行属武绍成之武区使武铭如清貢鄭森遣清日a求封表亦随012洞庭烟阮公整水潤稀于西山说玩惠引兵伐郑黑以整前阮公安人中鄉貢為黄宝门客反對燭有天知黎密旨帰募士王令者斬峰玩惠既定昇竜
HVH_006_000030	葉玩整雨帰整走义安伴言受心一人成面樣引贼為前报無立後功千古莽雄虎视西山卒惠知人情不唯乃引述惠至昇竜石故黎苗命上表印進阮辉濯情不典乃先遣武文伐巴将大继之阮阮西山惠廣南称北平王闻整韩统帝人13虎肯
HVH_006_000031	南服土阮西山起S猶恐北湖人無機料若神玉饮龍凤女嫁西鄰奉献帝故惠为太尉以公主竦之黎公主阮惠既鄭拜竭座前将图籍欢結虎狼心一物何足惜赔统倚人總督孫士数調四脊兵馬救之造浮橋瘦軍山河抵萬金统帝飛竜日巴人情
HVH_006_000032	失要统帝入昇意四方豪傑诣軍门就用帝之但客圖巴不昌43如何輕社稷光中獨立經案消臣不曾语及攻守之策玩惠闻之亲心倚人强6至挂林城駐挥情帝召士毅还士毅请帝比奔进浮橋西山兵追之断浮橋清兵太半死行驅将而出至南
HVH_006_000033	同清将張士淮尚田州太守爷皆金飞凤伞元帥行天宜陽事到頭锦引龙舟0O阮祖扶黎求得宗子莊宗立之以防東越本朝肇祖初仕遭莫乱入居哀宇志風恢鄭檢统軍郭檢表肇祖于太祖入镇顺廣黎莊宗帝出经入挺西都肇祖卒使肇祖扶
HVH_006_000034	黎後哀年起義旗阮節镇南鄭木師師典莫交攻彼出我歸彼最我出经百戦太師鄭檢出伐莫敬典入惊情化檢以放根本莫引歸昇龍復将玫莫鄭太人O北援無坚墨英雄能獨立公論在和秋浮橋水流滑R.220天下誰家有CGIA屋
HVH_006_000035	横山一带長國史五言詩起鴻丽至西山止lo
