sentence_id	sentence
HVH_003_000001	安南地理菜高同模高同乃高生八世孫也往安南國歷观延祝研未NSR22b18cby及者形万瞭然见其三支齊下每枝分為九竜左竜则馬友仙宫亢石竜则為右仙宫究中竜则駕中正左石夕的其间真竜上生大聖大资雜竜财生大料
HVH_003_000002	大悉故锋此九以傳後世观觉中交九童十一脉中文地形如衣带上广下沿海伐地自竜州二起伏至门鬼门饲上水北注若中高土黄土色轻洋天有大雨则土流下至洮江水骨赤濁不可做中支马安一支马宣光正支过五颜下一顿一起至平祥
HVH_003_000003	州在安南西外在太原通州-鬼门闲下至西茄山租水急独奔波生人雄勇且暴血脉幢儿第一竜四颜祖只您山粗水急流速注於而广之地故具发雄勇山粗水急不可取也此中支第二竜也注云真山林多あ平洋東岸縣則文强登武世大豪保
HVH_003_000004	英雄江上路木带水引山行血脉大忽然山瓜化平洋岩骄之真在古勇縣此為大血脉下级古法一脉駕上地左右前後锁湘水具地一脉写竜頭平地突起仙跡山八萬山中正好観麻助一脉真滝武江等縣具地最壹明木凡山在水中夹仙进核
HVH_003_000005	陽府马跡过水寫下路顺安多有山部兼水秀天伤派今有其古有仙人寨在此今呼六八万山重昔高骄造萬区塔羊烤洞马街屋之八引美住江水聚陂塘山堆阜牛汉引乾水场关阮江友旋院混水具地可作帝王都億萬餘阮江引天德馬在術作
HVH_003_000006	内業也在顺安府嘉林縣乾至关马四街阮江即嘉林縣陽光社西湖上下万平夷一山比行一水随州柳更有一脉洋水面调调以来水中现八方九意词湖以来翠有一脉左渡河突起四面江水儿方九竜省背朝會此乃善中駕马善北中支第竞注
HVH_003_000007	云脉洋水面乃南昌縣也自C朝会于究九意者謂瀘江上分下会朝於止宫第一第一意也蕴江朝在乾方為第三竜也洞江朝良方駕第四童电球珠江朝於兑方马第五意也天伤江謂九竜争珠世上笔有更有一脉左江来眾水所聚山排乃县山
HVH_003_000008	方水以上真竜有不另認得真生大贵业意多发大来原從南昌其送下至膠水舒池让得听當秘此总经上文之論也英雄修龟多贵顕士此经不可人传若人二友支九童歌九脉若論安南左文意雨广行意先降万分来安不我得此地贵难言
HVH_003_000009	此友交第一地一支友陆连风眼山谷平洋起又新虎隐竜友草提有海中有山居面前在水中人水中生人最貴山在变化形三岐水进朝前案氣降廷下至靈工萬山萬水芳四環来#地形奇昊居方應可师干不此左支第六毫吧务青林直尽横
HVH_003_000010	取它其的此左第四童也平洋顿起軟弱脉水引山行竜发迹北连一轴下朝当面塗山俯左仙宫发支第五也更有一山名敬主聚山在傍背首此地干金不一交起庵阜奉毒山落脉见真竜双魚山来殿求其有德者得之装支第七意也又有一脉沿小
HVH_003_000011	溪萬水千山省朝以此地可作皇王縣其山独尊泉山皆朝供也9九下瓜正风大家旁小家第九意也更有竜自清河亢在麻淡萬木羅一词一风帰此是友支九竞禄能生帝王共绑目聖心神右交九童歌十二脉得正傳探得其宗写至當此结上文
HVH_003_000012	云論也若論安南右支意克奇一山其一支直到王都此此右支第一也宣光江一支分土下路下至泸江水合流此雄竞秋得此福参祸亦登此支学讯上下一路地广润山多粗雄水不竭有邳山界奇并水秀此地可鹰出王此右支第三意也具脉沿
HVH_003_000013	至州地鸿领九十九奉起劳如区浪韩水堤上多丘山馬上引来奔州多有山妙天穷加中有一人马最贵此右支第四意也中交友意多水远中文友竜多山重山国水运老脉王扶亭一地居山宝桃汉海江街後山瀘五江海江居案前右文第五章也
HVH_003_000014	石骨過江窝甚昊海洞登跡三奉起伞嶺昊奇駕上格竜镜迹昊贵异儿伞颜青浏帰行至面湖脑池芥层曲街区滚来萬向山珥河白引千重水分支一自瀘重心高生知得真意万居产作帝王都子桥侨萬世一支干里来古种云地有宏朴江蟠旋萬派
HVH_003_000015	水石山连珠干里基此肉第七意隊山一山劣尽萬水千山背杯聚左石两傍h水其究高處可笃难别水：自引来造地形奇怪吴若非道眼不能详望海四北地支豪傑宝山脉远小淡友馬右象山安南二七意发此是高才能哪别其中竜脉多
HVH_003_000016	贵猴若用横者贵雨绝比歌真写萬世傳李者拜不之悔勿池此德结已上通章之文安南地脉兵部尚書黄福龄廖辰街女来有交州登山遠望局结脉救山来杯聚形勝各區意门消水劳控上运江東會拜河西流是謂竜肤高王所都奥观珑河一
HVH_003_000017	派宛轉四杯真竜化上碧木津湾运花座秀大具间真上云地庭辉干家珥河云東平源廣野堆华之山阪塘之水陰：隆王千里立气建都其量百世儿山地四木会流尽.生椒刚术柔伏竞隐水面深横空群雁踏淡干珠四风水入儿将氣状縱得此
HVH_003_000018	究伞圆在西高兴山齐大星秀大群岳低腾地答區神仙福地向静中求心中支柒山鼓再有落众托武将兵机楼城喝江一派脉從左文山之此去水之吹随一山一水虎逆开真意上處初然有興云竜彩縱得吉地三五世衰潭湾東注来山X海
HVH_003_000019	大闹帝宅而针纵得吉地其畿能何些論有支地脉也大抵右支山不正水動至靈豫斗北干里真：安子逆闹齊西翼安子在良雨翼擎天其间如莲具如鳶低跃松云山直水逼主火近官发速福速双出不齐望若羊蹄主火忤送前高後扶輦云山其
HVH_003_000020	形宸科多童骨业多竜尾其来平滩其止藤水縱得吉地亦能富贵左交東下竜遇庄晖竜居右进虎化2雄急出妄礼王维得吉地然不久长桃山泛木出海入江如娱坛走如魚其来西南地脉清化安州之地山水俱饶西州是托南州是朝兴嶺愛
HVH_003_000021	州州国女税人家縱有大其能我何爱州之地山高双鱼海洞若值明辰人才香蚕男校人起付金山三山拱挖四水环左支的县邵山李萬甲羅刘千底若进贵案当朝贵山王宫帝室吃其间友支去虔宝贵重少出多出劳雄石支最长全山其山萬馬
HVH_003_000022	朝天五雲翠地深夜青天会御突起是马瓜山上鹰天室南有奇中生民县店司上鹰星星河支去虔西水合流外芳曠荡内芳兼妆城市大现林泉腾医神仙上地龙巧难求行分復止狹分復广山艳海朝左竜右鳳前低後高左屏右嶂水到海上水口
HVH_003_000023	调棚其地至贵立宅建都天记其柳冠山起奉兴泉山兴"清花更有贵地黑万糊模金山脱脉东海汉陽水合形勝芳钟地室人傑福享隆案虎臂比傷绝南每礼义安鸿嶺云山从鱼亡水远则公侯遠则天子花縱得真意贵而斋考顺代顺化山高
HVH_003_000024	海门水遠前案高遮後山秩孔安邦益海见山水中生穴友辟月襟石边降氣前如列屏後如贯康縱得真竜丰月向静中求衣冠不绝合口散风双鱼父子登第水逼内城祸雁任所宣光高山真：眾水消彩水去贵不足言縱得吉地贵子绝孫典化
HVH_003_000025	大山麓猛鳞水悲鳴不静水；
HVH_003_000026	不停縱得吉地恐绝人工大抵安南之地多县顺水多县横竜故横竞贵逆具脉责纵脉縱者肝脉逆者王國顿顽得其正者中国得其偏者南邦回竜干里國重玉绩以得真形者勝可兴中安南諸道F顺安府嘉林縣五毫寧下嘉雲楊脉软氣强
HVH_003_000027	蛟竜踏结鳳风来翔芳奉枕掉形山轩品左山回峙石水朝江花真假你细詳停心可下草尾可安世出鄉相位主侠王有X山花言地形势可现竜四虎化水聚山湾後玄级氣脱花颜乾坤孕育秀出其间大发帳益前開棚友右相向内水相宽從中
HVH_003_000028	富贵公侯位班修四嘉林大眾氣脉出玄竜行马跡脉引绿牵扶肩代锦相富贵兼风业一修广竜道虎花虎向竜缓堂中氣结案外面珠連金竜瞳後玉女羅前金星询帐土华嘉林腾地嘉市秀老友右周密形万冲融外蟠山结童珠虎秘仙人仰掌陰僧
HVH_003_000029	覆镜2嘉林古道吉地天裁竜脉全美山水无形徐来陽受隆于中大春师福壽昌隆叠风富贵重来一修交接四外怀方在甲级端的各差公卿芳铁达友右邦工頭氣脱堂心花训前後良禾縣四棠良忠员吉地音形竜四虎田貯外荣连鱼不出
HVH_003_000030	水金凤来庭花生三级氣结重缕葵良才度椿氣脉饮鐘竜携虎畔虎向竜宫竜虎環抱左衣相従双魚朝案萬马陰意吉地湛内良才竜虎相讓氣脉相来堂铺印案男合星台形芳豊潔内外安朴氣餘可下暴是莫裁世出鄉竜行良才御名廣布形芳
HVH_003_000031	端开意虎吧修中突氣氣後此生脉後此住速风租颜水绕螺腾帐词祖华案面裹举毬佛富贵兴长歌秀超類縣三超類松山书安其形易辨其来难观世北鄉相代高官修水虎羅线山竜来蟠除氣脱虔来一般走马溪洞風鷄脱冠堂生玉腋案合殊
HVH_003_000032	鑽超類真氣道香奇形三台会坐四美被屏青竜大涧白虎御营魏：山後洋木城水山蟠结左右四前呼後鹰客就主迎宏中腹将御辰生三代富贵兼顺人超類清湘形奇怪牵蟠珠浮氣钟底水遠東西周妆四外祖宗垂青江流会派文江縣十豪
